Competitior Name,Country of Origin,Age,Stage,Composer,Piece,Ranking,Cliburn Yr
Spencer Myer,United States,30,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,13th
Mayumi Sakamoto,Japan,26,Final Concerti,Brahms,Piano Concerto No.1 in D Minor Op.15,Preliminary,13th
Yeol Eum Son,South Korea,23,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,2nd,13th
Chetan Tierra,United States,25,Preliminary Recital,Brahms,Variations on a Theme of Paganini Book I,Preliminary,13th
Vassilis Varvaresos,Greece,26,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,13th
Amy J. Yang,United States/China,25,Semifinal Recital,Brahms,Klavierstücke Op.119,Preliminary,13th
Amy J. Yang,United States/China,25,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,13th
Feng Zhang,China,23,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,13th
Haochen Zhang,China,19,Final Recital,Brahms,Variations and Fugue on a Theme of Handel Op.24,1st,13th
Nikita Abrosimov,Russia,24,Preliminary Recital 1,Brahms,Sonata No.1 in C Major Op.1,Semifinal,14th
Luca Buratto,Italy,20,Semifinal Recital,Brahms,Variations and Fugue on a Theme of Handel Op.24,Preliminary,14th
Luca Buratto,Italy,20,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,14th
Sean Chen,United States,24,Semifinal Recital,Brahms,Variations on an Original Theme Op.21 No.1,2nd,14th
Sean Chen,United States,24,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,2nd,14th
Alessandro Deljavan,Italy,26,Final Concerti,Brahms,Piano Concerto No.1 in D Minor Op.15,Semifinal,14th
Fei-Fei Dong,China,22,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Finalist,14th
Lindsay Garritson,United States,25,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,14th
Jayson Gillham,Australia-United Kingdom,26,Semifinal Recital,Brahms,Variations and Fugue on a Theme of Handel Op.24,Semifinal,14th
Giuseppe Greco,Italy,23,Final Concerti,Brahms,Piano Concerto No.1 in D Minor Op.15,Preliminary,14th
Marcin Koziak,Poland,24,Preliminary Recital 2,Brahms,Sonata No.1 in C Major Op.1,Preliminary,14th
Marcin Koziak,Poland,24,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,14th
Alex McDonald,United States,30,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,14th
Gustavo Miranda-Bernales,Chile,22,Semifinal Recital,Brahms,Sonata No.1 in C Major Op.1,Preliminary,14th
Gustavo Miranda-Bernales,Chile,22,Final Concerti,Brahms,Piano Concerto No.2 in B-flat Major Op.83,Preliminary,14th
Nikita Mndoyants,Russia,24,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Finalist,14th
Oleksandr Polykov,Ukraine,25,Preliminary Recital 2,Brahms,Sonata No.3 in F Minor Op.5,Preliminary,14th
Oleksandr Polykov,Ukraine,25,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,14th
Alessandro Taverna,Italy,29,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,14th
Alina Bercu,Romania,27,Final Quintet,Brahms,Piano Quintet in F Minor Op.34,Preliminary,15th
Luigi Carroccia,Italy,25,Semifinal Recital,Brahms,Sechs Klavierstücke Op.118,Preliminary,15th
Rachel Cheung,Hong Kong,25,Final Quintet,Brahms,Piano Quintet in F Minor Op.34,Finalist,15th
Daniel Hsu,United States,19,Semifinal Recital,Brahms,,3rd,15th
Rachel Kudo,United States,30,Final Concerto,Brahms,Piano Concerto No.1 in D Minor Op.15,Preliminary,15th
EunAe Lee,South Korea,29,Semifinal Recital,Brahms,Variations and Fugue on a Theme of Handel Op.24,Preliminary,15th
Sun-A Park,United States,29,Semifinal Recital,Brahms,Sonata No.1 in C Major Op.1,Preliminary,15th
Leonardo Pierdomenico,Italy,24,Preliminary Recital,Brahms,Variations on a Theme of Paganini Books I and II,Semifinal,15th
Yutong Sun,China,21,Final Quintet,Brahms,Piano Quintet in F Minor Op.34,Semifinal,15th
Tristan Teo,Canada,20,Semifinal Recital,Brahms,Variations and Fugue on a Theme of Handel Op.24,Preliminary,15th
Tristan Teo,Canada,20,Final Quintet,Brahms,Piano Quintet in F Minor Op.34,Preliminary,15th
Tianxu An,China,23,Semifinal Round,Brahms,Sonata No.1 in C Major Op.1,Preliminary,16th
Ilya Shmukler,Russia,27,Semifinal Round,Brahms,Variations and Fugue on a Theme of Handel Op.24,Finalist,16th
Marcel Tadokoro,France/Japan,28,Semifinal Round,Brahms,Variations on a Theme of Paganini Books I and II,Semifinal,16th
Jinhyung Park,South Korea,26,Quarterfinal Round,Brahms,Variations and Fugue on a Theme of Handel Op.24,Semifinal,16th
Kate Liu,United States,28,Semifinal Round,Brahms,Sonata No.3 in F Minor Op.5,Quarterfinal,16th
Jonathan Mak,Canada,25,Final Round,Brahms,Piano Concerto No.1 in D Minor op.15,Preliminary,16th
Denis Linnik,Belarus,26,Semifinal Round,Brahms,Intermezzo in A Major Op.118 No.2,Quarterfinal,16th
Albert Cano Smit,Spain/Netherlands,25,Final Round,Brahms,Piano Concerto No.1 in D Minor Op.15,Quarterfinal,16th
Sergey Tanin,Russia,26,Quarterfinal Round,Brahms,Sonata No.1 in C Major Op.1,Preliminary,16th
Vitaly Starikov,Russia,27,Quarterfinal Round,Brahms,Sonata No.2 in F-sharp Minor Op.2,Preliminary,16th
Federico Gad Crema,Italy,23,Final Round,Brahms,Piano Concerto No.1 in D Minor Op.15,Quarterfinal,16th
Francesco Granata,Italy,23,Final Round,Brahms,Piano Concerto No.2 in B-flat Major Op.83,Preliminary,16th
Andrew Li,United States,22,Quarterfinal Round,Brahms,Variations on a Theme of Paganini Books I and II,Quarterfinal,16th
Yangrui Cai,China,21,Preliminary Round,Brahms,Variations on a Theme of Paganini Book I,Preliminary,16th
Arseniy Gusev,Russia,23,Final Round,Brahms,Piano Concerto No.1 in D Minor Op.15,Preliminary,16th
DMYTRO CHONI,UKRAINE,28,Semifinal,Brahms,Two Rhapsodies Op.79,3rd,16th
Anna Geniushene,Russia,31,Quarterfinal,Brahms,Four Ballades Op.10,2nd,16th
Clayton Stephenson,United States,23,Semifinal Round,Brahms,Sonata No.1 in C Major Op.1,Finalist,16th
Hans-Christian Wille,West Germany,27,Preliminary Phase 2,Brahms,Variations on a Theme of Paganini Book I,6th,7th
Hans-Christian Wille,West Germany,27,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,6th,7th
Andrew Wilde,United Kingdom,20,Preliminary Phase 2,Brahms,Sonata no.2 in F-sharp minor op.2,Semifinal,7th
Andrew Wilde,United Kingdom,20,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Semifinal,7th
Andrew Wilde,United Kingdom,20,Finals,Brahms,Piano Concerto no.1 in D minor op.15,Semifinal,7th
David Allen Wehr,United States,27,Preliminary Phase 2,Brahms,Sonata no.2 in F-sharp minor op.2,Preliminary,7th
Eun Soo Son,Korea,21,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Preliminary,7th
Kathryn Selby,Australia,22,Recital Program,Brahms,Variations and Fugue on a Theme of Handel op.24,Semifinal,7th
Susan Savage,United States,29,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Preliminary,7th
Ilan Rechtman,Israel,22,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Preliminary,7th
Ilan Rechtman,Israel,22,Finals,Brahms,Piano Concerto no.1 in D minor op.15,Preliminary,7th
Thomas Otten,United States,24,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Preliminary,7th
Paul Maillet,United States,27,Recital Program,Brahms,Variations and Fugue on a Theme of Handel op.24,Preliminary,7th
Norman Krieger,United States,28,Finals,Brahms,Piano Concerto no.1 in D minor op.15,Semifinal,7th
Youngho Kim,Korea,28,Preliminary Phase 2,Brahms,Variations and Fugue on a Theme of Handel op.24,Preliminary,7th
Ingrid Jacoby,United States,26,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Preliminary,7th
Diane Hidy,United States,26,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Preliminary,7th
Diane Hidy,United States,26,Finals,Brahms,Piano Concerto no.1 in D minor op.15,Preliminary,7th
Eduardus Halim,Indonesia,23,Preliminary Phase 2,Brahms,Variations on a Theme of Paganini Books I and II,Preliminary,7th
Eduardus Halim,Indonesia,23,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Preliminary,7th
Thomas Duis,West Germany,26,Preliminary Phase 2,Brahms,Sonata No.1 in C Op.1,Preliminary,7th
Thomas Duis,West Germany,26,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Preliminary,7th
Thomas Duis,West Germany,26,Finals,Brahms,Piano Concerto no.1 in D minor op.15,Preliminary,7th
Barry Douglas,United Kingdom,25,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,3rd,7th
Barry Douglas,United Kingdom,25,Finals,Brahms,Piano Concerto no.1 in D minor op.15,3rd,7th
Rian de Waal,Netherlands,26,Preliminary Phase 2,Brahms,Sonata No.2 in F-sharp minor Op.2,Semifinal,7th
Rian de Waal,Netherlands,26,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Semifinal,7th
Rian de Waal,Netherlands,26,Recital Program,Brahms,Sonata no.2 in F-sharp minor op.2,Semifinal,7th
Marie-Noëlle Damien,Belgium,23,Preliminary Phase 2,Brahms,Variations on a Theme of Paganini Book I,Preliminary,7th
Marie-Noëlle Damien,Belgium,23,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Preliminary,7th
Chia Chou,Canada,25,Preliminary Phase 2,Brahms,Variations and Fugue on a Theme of Handel Op.24,Semifinal,7th
Chia Chou,Canada,25,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Semifinal,7th
Hung-Kuan Chen,United States,27,Semifinals Chamber,Brahms,Piano Quintet in F minor op.34,Semifinal,7th
David Buechner,United States,25,Preliminary Phase 2,Brahms,Variations and Fugue on a Theme of Handel Op.24,Preliminary,7th
Kathryn Brown,United States,23,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,7th
William Bloomquist,United States,28,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,7th
Philippe Bianconi,France,25,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,2nd,7th
Philippe Bianconi,France,25,Finals Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,2nd,7th
Cristian Beldi,Romania,27,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,7th
Cristian Beldi,Romania,27,Finals Concerti,Brahms,Piano Concerto No.2 in B-flat major Op.83,Preliminary,7th
Dickran Atamian,United States,29,Preliminary Phase 2,Brahms,Variations and Fugue on a Theme of Handel Op.24,Preliminary,7th
Dickran Atamian,United States,29,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,7th
Seizo Azuma,Japan,26,Semifinal Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,8th
David Buechner,United States,29,Semifinals Recital,Brahms,Variations on an Original Theme Op.21 No.1,Preliminary,8th
Pedro Burmester,Portugal,25,Finals Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,Semifinal,8th
Laurent Cabasso,France,27,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,8th
Angela Cheng,Canada,29,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Semifinal,8th
Angela Cheng,Canada,29,Finals Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,Semifinal,8th
JosE Carlos Cocarelli,Brazil,30,Preliminary Phase 2,Brahms,Variations on a Theme by Schumann Op.9,2nd,8th
JosE Carlos Cocarelli,Brazil,30,Finals Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,2nd,8th
Thomas Duis,West Germany,30,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,8th
Thomas Duis,West Germany,30,Finals Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,Preliminary,8th
Eduardus Halim,Indonesia,27,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,8th
Ivo Janssen,Holland,25,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.32,Preliminary,8th
Kevin Kenner,United States,26,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Semifinal,8th
Li Jian,People's Republic of China,24,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,8th
Wolfgang Manz,West Germany,28,Semifinals Recital,Brahms,Klavierstücke Op.119,Preliminary,8th
Kayo Miki,Japan,29,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Semifinal,8th
Predrag Muzijevic,Yugoslavia,25,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,8th
Predrag Muzijevic,Yugoslavia,25,Finals Concerti,Brahms,Piano Concerto No.1 in D Minor Op.15,Preliminary,8th
John Nauman,United States,26,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.32,Preliminary,8th
John Nauman,United States,26,Finals Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,Preliminary,8th
Shari Raynor,United States,27,Preliminary Phase 2,Brahms,Klavierstücke Op.118,Preliminary,8th
Ju Hee Suh,Korea,21,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,8th
Hugh Tinney,Ireland,30,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,8th
Andrew Wilde,Great Britain,24,Finals Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,Preliminary,8th
Ying Tian,People's Republic of China,20,Semifinals Chamber,Brahms,Piano Quintet in F minor Op.34,5th,8th
Mark Anderson,United States,29,Semifinal Recital,Brahms,Sonata No.3 in F minor Op.5,Preliminary,9th
Mark Anderson,United States,29,Final Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,Preliminary,9th
Francesco Cipolletta,Italy,23,Semifinal Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,9th
Kirill Gliadkovsky,Russia,25,Final Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,Preliminary,9th
Jennifer Cecilia Hayghe,United States,23,Preliminary,Brahms,Variations and Fugue on a Theme of Handel Op.24,Preliminary,9th
Valery Kuleshov,Russia,30,Preliminary,Brahms,Intermezzo in B-flat minor Op.117 No.2,2nd,9th
Petronel Malan,South Africa,20,Semifinal Chamber,Brahms,Piano Quartet No.2 in A major Op.26,Preliminary,9th
Petronel Malan,South Africa,20,Semifinal Recital,Brahms,Variations on a Theme of Paganini Book I,Preliminary,9th
Alexander Melnikov,Russia,20,Final Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,Semifinal,9th
Lorraine Min,Canada,23,Semifinal Recital,Brahms,Variations on a Theme of Paganini Book II,Preliminary,9th
Edoard Monteiro,Brazil,26,Semifinal Recital,Brahms,Variations and Fugue on a Theme of Handel Op.24,Preliminary,9th
Shirley Hsiao-Ni Pan,Canada,26,Semifinal Chamber,Brahms,Piano Quintet in F minor Op.34,Semifinal,9th
Richard Raymond,Canada,27,Final Concerti,Brahms,Piano Concerto No.2 in B-flat major Op.83,Semifinal,9th
Johan Schmidt,Belgium,28,Semifinal Chamber,Brahms,Piano Quintet in F minor Op.34,4th,9th
Margarita Shevchenko,Russia,25,Semifinal Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,9th
Connie Shih,Canada,19,Final Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,Preliminary,9th
Sergei Tarasov,Russia,22,Semifinal Recital,Brahms,Variations on a Theme of Paganini Book I,Preliminary,9th
Christopher Taylor,United States,23,Final Concerti,Brahms,Piano Concerto No.2 in B-flat major Op.83,3rd,9th
Andreas Woyke,Germany,27,Preliminary,Brahms,Klavierstücke Op.76,Preliminary,9th
Andreas Woyke,Germany,27,Semifinal Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,9th
Mikhail Yanovitsky,United States,28,Semifinal Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,9th
Mikhail Yanovitsky,United States,28,Semifinal Recital,Brahms,Variations on a Theme of Paganini Books I and II,Preliminary,9th
Yuki Yoshimi,Japan,22,Quarterfinal Round,Brahms,Variations on a Theme of Paganini Books I and II,Quarterfinal,16th
Anthony Ratinov,USA,24,Final,Brahms,Piano Concerto No.2 in B-flat Major Op.83,2,Kern
Rachel Kudo,United States / Japan,29,Preliminary,Brahms,Variations on a theme of Paganini Book I,Preliminary,s2016
Rachel Kudo,United States / Japan,29,Final,Brahms,Piano Concerto No.2 in B-flat Major Op.83,Preliminary,s2016
Larry Weng,United States,29,Final,Brahms,Piano Concerto No.2 in B-flat Major Op.83,Preliminary,s2016
Poom Prommachart,Thailand,27,Final,Brahms,Piano Concerto No.2 in B-flat Major Op.83,Preliminary,s2016
Roman Lopatynskyi,Ukraine,23,Preliminary,Brahms,Intermezzo in E-flat minor Op.118 No.6,Preliminary,s2016
Daniel Lebhardt,Hungary,24,Semifinal,Brahms,Intermezzo in A Major Op.118 No.2,Preliminary,s2016
Daniel Lebhardt,Hungary,24,Semifinal,Brahms,Intermezzo in E-flat minor Op.118 No.6,Preliminary,s2016
Daniel Lebhardt,Hungary,24,Final,Brahms,Piano Concerto No.2 in B-flat Major Op.83,Preliminary,s2016
Jianing Kong,China,30,Final,Brahms,Piano Concerto No.2 in B-flat Major Op.83,6,s2016
Rachel Cheung,Hong Kong,25,Preliminary,Brahms,Klavierstücke Op.119,Preliminary,s2016
Maxim Kinasov,Russian,28,Preliminary Round,Brahms,Variations on a Theme of Paganini Book I,,s2021
Ke Ma,Chinese,27,Final Round,Brahms,8 Klavierstücke Op.76,,s2021
Ke Ma,Chinese,27,Final Round,Brahms,Variations on a Theme of Paganini Book II,,s2021
Maxwell Foster,Australian,30,Semi Final Round,Brahms,Sonata No.3 in F minor Op.5,,s2021
Calvin Abdiel,Australian/Indonesia,20,Final Round,Brahms,Variations on a Theme of Paganini Books I and II,,s2021
Calvin Abdiel,Australian/Indonesia,20,Final Round,Brahms,II. Intermezzo from 6 Klavierstücke Op.118,,s2021
Yangrui Cai,China,21,Preliminary Round,Brahms,Variations on a Theme of Paganini Book I,,s2021
Anna Geniushene,Russia,30,Final Round,Brahms,Ballades Op.10,,s2021
Ziyu Liu,China,23,Semi Final Round,Brahms,Sonata No.3 in F minor Op.5,,s2021
Yu Nitahara,Japan,31,Preliminary Round,Brahms,Fantasies Op.116,,s2021
Rustam Muradov,Russia,34,Preliminary Round,Brahms,Fantasies Op.116,,s2021
Kyoungsun Park,South Korea,29,Semi Final Round,Brahms,Sonata No.1 in C major Op.1,,s2021
Akihiro Sakiya,Japan,33,Preliminary Round,Brahms,Sonata No.1 in C major Op.1,,s2021
Akihiro Sakiya,Japan,33,Final Round,Brahms,Sonata No.3 in F minor Op.5,,s2021
Akihiro Sakiya,Japan,33,Final Round,Brahms,Intermezzo from 4 Klavierstücke Op.119,,s2021
Artem Yasynskyy,Ukraine,33,Preliminary Round,Brahms,Variations on a Theme by Paganini Op.35 Book 1,,s2021
Alessandra Ammara,Italy,28,Semifinal Recital,Chopin,Twenty-four Preludes Op.28,Semifinal,10th
Alessandra Ammara,Italy,28,Final Round,Chopin,Piano Concerto No.2 in F Minor Op.21,Semifinal,10th
Andrew Armstrong,United States,23,Preliminary Round,Chopin,Nocturne in F-sharp Major Op.15 No.2,Preliminary,10th
Andrew Armstrong,United States,23,Preliminary Round,Chopin,Variations Brillantes in B-flat Major Op.12,Preliminary,10th
Andrew Armstrong,United States,23,Preliminary Round,Chopin,Scherzo No.1 in B Minor Op.20,Preliminary,10th
Naida Cole,Canada,22,Semifinal Recital,Chopin,Twenty-four Preludes Op.28,Semifinal,10th
Alexandre Dossin,Brazil,26,Semifinal Recital,Chopin,Scherzo No.1 in B Minor Op.20,Preliminary,10th
Alexandre Dossin,Brazil,26,Semifinal Recital,Chopin,Scherzo No.2 in B-flat Minor Op.31,Preliminary,10th
Joel Hastings,Canada,27,Semifinal Recital,Chopin,Etude in G-sharp Minor Op.25 No.6,Preliminary,10th
Aleksandar Madžar,Yugoslavia,28,Semifinal Recital,Chopin,Andante Spianato and Grande Polonaise Brillante in E-flat Major Op.22,Semifinal,10th
Anton Mordasov,Russia,25,Preliminary Round,Chopin,"Polonaise in A-flat Major Op.53 ""Heroic""",Preliminary,10th
Susumu Aoyagi,Japan,27,Semifinal Recital,Chopin,Sonata No.3 in B Minor Op.58,Preliminary,10th
Olga Pushechnikova,Russia,22,Semifinal Recital,Chopin,fantasy in F minor Op.49,Preliminary,10th
Aviram Reichert,Israel,25,Semifinal Recital,Chopin,Nocturne in C minor Op.48 No.1,3rd,10th
Aviram Reichert,Israel,25,Semifinal Recital,Chopin,Etude in B minor Op.25 No.10,3rd,10th
Fernando Rossano,Italy,29,Semifinal Recital,Chopin,Ballade No.1 in G minor Op.23,Preliminary,10th
Per Rundberg,Sweden,25,Semifinal Recital,Chopin,Sonata No.3 in B minor Op.58,Preliminary,10th
Yuan Sheng,China,25,Semifinal Recital,Chopin,Barcarolle in F-sharp Major Op.60,Preliminary,10th
Yuan Sheng,China,25,Semifinal Recital,Chopin,Andante Spianato and Grande Polonaise Brillante in E-flat Major Op.22,Preliminary,10th
Margarita Shevchenko,Russia,29,Preliminary,Chopin,Scherzo No.4 in E major Op.54,Preliminary,10th
Margarita Shevchenko,Russia,29,Preliminary,Chopin,Waltz in E-flat major Op.18,Preliminary,10th
Margarita Shevchenko,Russia,29,Preliminary,Chopin,Waltz in F major Op.34 No.3,Preliminary,10th
Christopher Shih,United States,24,Preliminary,Chopin,Barcarolle in F-sharp Major Op.60,Preliminary,10th
Christopher Shih,United States,24,Preliminary,Chopin,Ballade No.4 in F minor Op.52,Preliminary,10th
