"Competitor Name","Country","Age","Stage","Composer","Associated Piece"
"Marco Antonio Abissamra","Brazil","21","Semifinal Round","Scarlatti","Sonatas — Longo 23; Longo 461"
"Marco Antonio Abissamra","Brazil","21","Semifinal Round","Barber","Nocturne"
"Marco Antonio Abissamra","Brazil","21","Semifinal Round","Schumann","Symphonic Etudes, Opus 13"
"Marco Antonio Abissamra","Brazil","21","Final Round","Prokofiev","Concerto, Number 2, First Movement"
"Marco Antonio Abissamra","Brazil","21","Final Round","Beethoven","Concerto, Opus.13, No.1"
"Marco Antonio Abissamra","Brazil","21","Final Round","Beethoven","Concerto, Opus.73, No.5"
"Albert Mamriev","Israel","30","Preliminary","Chopin","Etude in C major, Op. 10, No. 1"
"Albert Mamriev","Israel","30","Preliminary","Liszt","Polonaise No. 2 in E major"
"Albert Mamriev","Israel","30","Preliminary","Prokofiev","Sonata No. 4 in C minor, Op. 29"
"Albert Mamriev","Israel","30","Preliminary","Liszt","Après une lecture de Dante"
"Albert Mamriev","Israel","30","Preliminary","Liszt-Horowitz","Variations on Mendelssohn’s Wedding March"
"Albert Mamriev","Israel","30","Semifinal","Rachmaninoff","Sonata No. 2 in B-flat minor, Op. 36 (1931)"
"Albert Mamriev","Israel","30","Semifinal","Haydn","Sonata in C minor, Hob. XVI:20"
"Albert Mamriev","Israel","30","Semifinal","Daniel Kellogg","Scarlet Thread"
"Albert Mamriev","Israel","30","Semifinal","Ravel","La Valse"
"Albert Mamriev","Israel","30","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op.34"
"Albert Mamriev","Israel","30","Final Recital","Liszt","Années de pèlerinage, première année: Suisse"
"Albert Mamriev","Israel","30","Final Concert","Mendelssohn","Piano Concerto No.1 in G minor, Op.25"
"Albert Mamriev","Israel","30","Final Concert","Prokofiev","Piano Concerto No.3 in C major, Op.26"
"Gabriela Martinez","Venezuela","21","Preliminary","Rachmaninoff","Moment musical in B-flat minor, Op. 16, No. 1"
"Gabriela Martinez","Venezuela","21","Preliminary","Rachmaninoff","Moment musical in E minor, Op. 16, No. 4"
"Gabriela Martinez","Venezuela","21","Preliminary","Beethoven","Sonata in D major, Op. 10, No. 3"
"Gabriela Martinez","Venezuela","21","Preliminary","Liszt","Sonetto 104 del Petrarca"
"Gabriela Martinez","Venezuela","21","Preliminary","Barber","Ballade, Op. 46"
"Gabriela Martinez","Venezuela","21","Preliminary","Szymanowski","Variations in B-flat minor, Op. 3"
"Gabriela Martinez","Venezuela","21","Semifinal","Daniel Kellogg","Scarlet Thread"
"Gabriela Martinez","Venezuela","21","Semifinal","Mozart","Sonata in D major, K.311"
"Gabriela Martinez","Venezuela","21","Semifinal","Ravel","Valses nobles et sentimentales"
"Gabriela Martinez","Venezuela","21","Semifinal","Schumann","Sonata No.2 in G minor, Op.22"
"Gabriela Martinez","Venezuela","21","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op.34"
"Gabriela Martinez","Venezuela","21","Final Recital","Szymanowski","Mazurka, Op.50, No.1"
"Gabriela Martinez","Venezuela","21","Final Recital","Chopin","Mazurka in B-flat minor, Op.24, No.4"
"Gabriela Martinez","Venezuela","21","Final Recital","Chopin","Ballade No.4 in F minor, Op.52"
"Gabriela Martinez","Venezuela","21","Final Concert","Chopin","Piano Concerto No.1 in E minor, Op.11"
"Gabriela Martinez","Venezuela","21","Final Concert","Prokofiev","Piano Concerto No.3 in C major, Op.26"
"Maria Mazo","Russia/Germany","22","Preliminary","Beethoven","Sonata in B-flat major, Op. 106 ""Hammerklavier"""
"Maria Mazo","Russia/Germany","22","Semifinal","Jennifer Higdon","Secret & Glass Gardens"
"Maria Mazo","Russia/Germany","22","Semifinal","Bartók","Sonata (1926)"
"Maria Mazo","Russia/Germany","22","Semifinal","Tchaikovsky-Pletnev","Concert Suite fromThe Nutcracker"
"Maria Mazo","Russia/Germany","22","Semifinal","Beethoven","Sonata in F minor, Op. 57 ""Appassionata"""
"Maria Mazo","Russia/Germany","22","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op. 44"
"Maria Mazo","Russia/Germany","22","Final Recital","Brahms","Sonata No. 3 in F minor, Op. 5"
"Maria Mazo","Russia/Germany","22","Final Recital","Ravel","Miroirs: Oiseaux tristes"
"Maria Mazo","Russia/Germany","22","Final Recital","Stravinsky-Agosti","Firebird Suite"
"Maria Mazo","Russia/Germany","22","Final Concerti","Beethoven","Piano Concerto No.4 in G major, Op.58"
"Maria Mazo","Russia/Germany","22","Final Concerti","Prokofiev","Piano Concerto No.2 in G minor, Op.16"
"Alexandre Moutouzkine","Russia","24","Preliminary","Corigliano","Etude Fantasy"
"Alexandre Moutouzkine","Russia","24","Preliminary","Mozart","Nine Variations on a Minuet by Duport, K.573"
"Alexandre Moutouzkine","Russia","24","Preliminary","Dallapiccola","Sonatina Canonica on Caprices of Niccolo Paganini"
"Alexandre Moutouzkine","Russia","24","Preliminary","Liszt","Hungarian Rhapsody No.9"
"Alexandre Moutouzkine","Russia","24","Semifinal","Beethoven","Sonata in E-flat major, Op.27, No.1"
"Alexandre Moutouzkine","Russia","24","Semifinal","Granados","Goyescas: Quejas o la Maja y el Ruiseñor"
"Alexandre Moutouzkine","Russia","24","Semifinal","Granados","Goyescas: El Pelele"
"Alexandre Moutouzkine","Russia","24","Semifinal","Sebastian Currier","Scarlatti Cadences + Brainstorm"
"Alexandre Moutouzkine","Russia","24","Semifinal","Ravel","La Valse"
"Alexandre Moutouzkine","Russia","24","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op.44"
"Alexandre Moutouzkine","Russia","24","Final Recital","Bach","Prelude and Fugue in C-sharp minor, BWV873"
"Alexandre Moutouzkine","Russia","24","Final Recital","Scriabin","Etude in G major, Op.65, No.3"
"Alexandre Moutouzkine","Russia","24","Final Recital","Chopin","Nocturne in C minor, Op.48, No.1"
"Alexandre Moutouzkine","Russia","24","Final Recital","Liszt","Sonata in B minor"
"Alexandre Moutouzkine","Russia","24","Final Concerti","Beethoven","Piano Concerto No.1 in C major, Op.15"
"Alexandre Moutouzkine","Russia","24","Final Concerti","Rachmaninoff","Piano Concerto No.2 in C minor, Op.18"
"Esther Park","United States","20","Preliminary","Verdi-Liszt","Paraphrase onRigoletto"
"Esther Park","United States","20","Preliminary","Clementi","Sonata in F-sharp minor, Op. 25, No. 5"
"Esther Park","United States","20","Preliminary","Chopin","Ballade No. 2 in F major, Op. 38"
"Esther Park","United States","20","Preliminary","Barber","Sonata for Piano, Op. 26"
"Esther Park","United States","20","Semifinal","Jan Krzywicki","Nocturnals: II.Incantation, III.Spirits"
"Esther Park","United States","20","Semifinal","Mozart","Rondo in A minor, K.511"
"Esther Park","United States","20","Semifinal","Del Tredici","Virtuoso Alice"
"Esther Park","United States","20","Semifinal","Chopin","Sonata No.3 in B minor, Op.58"
"Esther Park","United States","20","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op.44"
"Esther Park","United States","20","Final Recital","Ravel","Valses nobles et sentimentales"
"Esther Park","United States","20","Final Recital","Chopin","Polonaise in F-sharp minor, Op.44"
"Esther Park","United States","20","Final Recital","Rachmaninoff","Sonata No.2 in B-flat minor, Op.36 (1931)"
"Esther Park","United States","20","Final Recital","Bowen","Toccata, Op.155"
"Esther Park","United States","20","Final Concerti","Beethoven","Piano Concerto No.3 in C minor, Op.37"
"Esther Park","United States","20","Final Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat minor, Op.23"
"Roberto Plano","Italy","26","Preliminary","Scarlatti","Sonata in B minor, K.197"
"Roberto Plano","Italy","26","Preliminary","Scarlatti","Sonata in G minor, K.8"
"Roberto Plano","Italy","26","Preliminary","Scarlatti","Sonata in F minor, K.387"
"Roberto Plano","Italy","26","Preliminary","Brahms","Klavierstücke, Op.118"
"Roberto Plano","Italy","26","Preliminary","Villa-Lobos","Ciclo Brasileiro: Impressões Seresteiras"
"Roberto Plano","Italy","26","Preliminary","Ginastera","Danzas Argentinas, Op.2"
"Roberto Plano","Italy","26","Semifinal","Schubert","Sonata in A minor, D.784"
"Roberto Plano","Italy","26","Semifinal","Scriabin","Sonata No.2 in G-sharp minor, Op.19"
"Roberto Plano","Italy","26","Semifinal","Ruth Schonthal","Sonata quasi un'improvvisazione"
"Roberto Plano","Italy","26","Semifinal","Liszt","Venezia e Napoli"
"Roberto Plano","Italy","26","Semifinal","Dohnanyi","Concert Etude in F minor, Op.28, No.6"
"Roberto Plano","Italy","26","Semifinal Chamber","Dvořák","Piano Quintet in A major, Op.81"
"Roberto Plano","Italy","26","Final Recital","Respighi","Notturno"
"Roberto Plano","Italy","26","Final Recital","Brahms","Sonata No.3 in F minor, Op.5"
"Roberto Plano","Italy","26","Final Recital","Ravel","La Valse"
"Roberto Plano","Italy","26","Final Concerti","Beethoven","Piano Concerto No.3 in C minor, Op.37"
"Roberto Plano","Italy","26","Final Concerti","Rachmaninoff","Piano Concerto No.2 in C minor, Op.18"
"Daria Rabotkina","Russia","24","Preliminary","Haydn","Sonata in E-flat major, Hob. XVI:52"
"Daria Rabotkina","Russia","24","Preliminary","Chopin","Polonaise-Fantaisie in A-flat major, Op. 61"
"Daria Rabotkina","Russia","24","Preliminary","Prokofiev","Sonata No.7 in B-flat major, Op.83"
"Daria Rabotkina","Russia","24","Semifinal","Sebastian Currier","Scarlatti Cadences + Brainstorm"
"Daria Rabotkina","Russia","24","Semifinal","Beethoven","Sonata in C minor, Op.111"
"Daria Rabotkina","Russia","24","Semifinal","Rachmaninoff","Prelude in G major, Op.32, No.5"
"Daria Rabotkina","Russia","24","Semifinal","Rachmaninoff","Sonata No.2 in B-flat minor, Op.36 (1931)"
"Daria Rabotkina","Russia","24","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op.44"
"Daria Rabotkina","Russia","24","Final Recital","Prokofiev","Four Etudes, Op.2"
"Daria Rabotkina","Russia","24","Final Recital","Bach-Busoni","Nun komm’ der Heiden Heiland, BWV659"
"Daria Rabotkina","Russia","24","Final Recital","Chopin","Symphonic Etudes, Op.13"
"Daria Rabotkina","Russia","24","Final Concerti","Mozart","Piano Concerto No.24 in C minor, K.491"
"Daria Rabotkina","Russia","24","Final Concerti","Prokofiev","Piano Concerto No.3 in C major, Op.26"
"Ilya Rashkovskiy","Russia","20","Preliminary","Bach","Italian Concerto in F major, BWV 971"
"Ilya Rashkovskiy","Russia","20","Preliminary","Beethoven","Sonata in C major, Op.53 ""Waldstein"""
"Ilya Rashkovskiy","Russia","20","Preliminary","Prokofiev","Romeo and Juliet Before Parting, Op.75, No.10"
"Ilya Rashkovskiy","Russia","20","Preliminary","Prokofiev","Sonata No.3 in A minor, Op.28"
"Ilya Rashkovskiy","Russia","20","Semifinal","Schubert","Impromptu in B-flat major, D.935, No.3"
"Ilya Rashkovskiy","Russia","20","Semifinal","Liszt","Hungarian Rhapsody No.12"
"Ilya Rashkovskiy","Russia","20","Semifinal","Jennifer Higdon","Secret & Glass Gardens"
"Ilya Rashkovskiy","Russia","20","Semifinal","Prokofiev","Sonata No.8 in B-flat major, Op.84"
"Ilya Rashkovskiy","Russia","20","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op.34"
"Ilya Rashkovskiy","Russia","20","Final Recital","Schumann","Symphonic Etudes, Op.13"
"Ilya Rashkovskiy","Russia","20","Final Recital","Mendelssohn-Rachmaninoff","Scherzo fromA Midsummer Night's Dream"
"Ilya Rashkovskiy","Russia","20","Final Recital","Rachmaninoff","Sonata No.2 in B-flat minor, Op.36 (1931)"
"Ilya Rashkovskiy","Russia","20","Final Concerti","Chopin","Piano Concerto No.2 in F minor, Op.21"
"Ilya Rashkovskiy","Russia","20","Final Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat minor, Op.23"
"Elizabeth Joy Roe","United States","23","Preliminary","Corigliano","Etude Fantasy"
"Elizabeth Joy Roe","United States","23","Preliminary","Haydn","Sonata in F major, Hob. XVI:23"
"Elizabeth Joy Roe","United States","23","Preliminary","Schubert-Liszt","Gretchen am Spinnrade"
"Elizabeth Joy Roe","United States","23","Preliminary","Wagner-Liszt","Tristan und Isolde: Isoldens Liebestod"
"Elizabeth Joy Roe","United States","23","Preliminary","Ravel","La Valse"
"Elizabeth Joy Roe","United States","23","Semifinal","Brahms","Sonata No.2 in F-sharp minor, Op.2"
"Elizabeth Joy Roe","United States","23","Semifinal","Scarlatti","Sonata in B minor, K.87"
"Elizabeth Joy Roe","United States","23","Semifinal","Sebastian Currier","Scarlatti Cadences + Brainstorm"
"Elizabeth Joy Roe","United States","23","Semifinal","Liszt","Vallée d'Obermann"
"Elizabeth Joy Roe","United States","23","Semifinal","Bowen","Toccata, Op.155"
"Elizabeth Joy Roe","United States","23","Semifinal Chamber","Dvořák","Piano Quintet in A major, Op.81"
"Elizabeth Joy Roe","United States","23","Final Recital","Mozart","Fantasy in C minor, K.475"
"Elizabeth Joy Roe","United States","23","Final Recital","Ravel","Miroirs: Une barque sur l'océan"
"Elizabeth Joy Roe","United States","23","Final Recital","Gershwin-Wild-Roe","The Man I Love"
"Elizabeth Joy Roe","United States","23","Final Recital","Chopin","Sonata No.3 in B minor, Op.58"
"Elizabeth Joy Roe","United States","23","Final Concerti","Chopin","Piano Concerto No.2 in F minor, Op.21"
"Elizabeth Joy Roe","United States","23","Final Concerti","Rachmaninoff","Piano Concerto No.2 in C minor, Op.18"
"Rui Shi","China","21","Preliminary","Rachmaninoff","Etude-tableau in A minor, Op.39, No.6"
"Rui Shi","China","21","Preliminary","Rachmaninoff","Prelude in G major, Op.32, No.5"
"Rui Shi","China","21","Preliminary","Rachmaninoff","Moment musical in E minor, Op.16, No.4"
"Rui Shi","China","21","Preliminary","Chopin","Nocturne in D-flat major, Op.27, No.2"
"Rui Shi","China","21","Preliminary","Brahms","Sonata No.1 in C major, Op.1"
"Rui Shi","China","21","Semifinal","Rachmaninoff","Sonata No.2 in B-flat minor, Op.36 (1931)"
"Rui Shi","China","21","Semifinal","Mozart","Sonata in F major, K.332"
"Rui Shi","China","21","Semifinal","Sebastian Currier","Scarlatti Cadences + Brainstorm"
"Rui Shi","China","21","Semifinal","Fauré","Nocturne in D-flat major, Op.63"
"Rui Shi","China","21","Semifinal","Liszt","Réminiscences de Don Juan"
"Rui Shi","China","21","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op.44"
"Rui Shi","China","21","Final Recital","Schumann","Fantasia in C major, Op.17"
"Rui Shi","China","21","Final Recital","Scriabin","Etudes: F-sharp minor, Op.8, No.2; B minor, Op.8, No.3; B major, Op.8, No.4; A major, Op.8, No.5; B-flat minor, Op.8, No.6; A-flat major, Op.8, No.8; C-sharp minor, Op.8, No.9; D-flat major, Op.8, No.10; D-flat major, Op.8, No.12"
"Rui Shi","China","21","Final Concerti","Beethoven","Piano Concerto No.5 in E-flat major, Op.73"
"Rui Shi","China","21","Final Concerti","Rachmaninoff","Piano Concerto No.3 in D minor, Op.30"
"Rem Urasin","Russia","29","Preliminary","Bach","Italian Concerto in F major, BWV 971"
"Rem Urasin","Russia","29","Preliminary","Chopin","Etude in G-sharp minor, Op.25, No.6"
"Rem Urasin","Russia","29","Preliminary","Chopin","Etude in B minor, Op.25, No.10"
"Rem Urasin","Russia","29","Preliminary","Schubert-Liszt","Der Müller und der Bach: Erlkönig, Ständchen, Auf dem Wasser zu Singen"
"Rem Urasin","Russia","29","Preliminary","Liszt","Mephisto Waltz No.1"
"Rem Urasin","Russia","29","Semifinal","Mozart","Sonata in D major, K.576"
"Rem Urasin","Russia","29","Semifinal","Liszt","Sonata in B minor"
"Rem Urasin","Russia","29","Semifinal","Ruth Schonthal","Sonata quasi un'improvvisazione"
"Rem Urasin","Russia","29","Semifinal Chamber","Dvořák","Piano Quintet in A major, Op.81"
"Rem Urasin","Russia","29","Final Recital","Tchaikovsky-Pletnev","Concert Suite fromThe Nutcracker"
"Rem Urasin","Russia","29","Final Recital","Chopin","Four Mazurkas, Op.24"
"Rem Urasin","Russia","29","Final Recital","Chopin","Sonata No.3 in B minor, Op.58"
"Rem Urasin","Russia","29","Final Concerti","Chopin","Piano Concerto No.2 in F minor, Op.21"
"Rem Urasin","Russia","29","Final Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat minor, Op.23"
"Wang Xiaohan","China","24","Preliminary","Beethoven","Sonata in E minor, Op. 90"
"Wang Xiaohan","China","24","Preliminary","Schubert-Liszt","Soirée de Vienne No. 6"
"Wang Xiaohan","China","24","Preliminary","Liszt","Sonata in B minor"
"Wang Xiaohan","China","24","Semifinal","Mussorgsky","Pictures at an Exhibition"
"Wang Xiaohan","China","24","Semifinal","Jennifer Higdon","Secret & Glass Gardens"
"Wang Xiaohan","China","24","Semifinal","Beethoven","Sonata in C minor, Op. 111"
"Wang Xiaohan","China","24","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op. 44"
"Wang Xiaohan","China","24","Final Recital","Schumann","Kreisleriana, Op. 16"
